title,scoiety,price,area,when ready,link
2 BHK Apartment for Sale in Pant Nagar Mumbai,none,Rs 1.40 Cr ,530 sqft,to Move,no link
"3 BHK Apartment for Sale in JVMs Monica Gardens, Mulund East Mumbai",none,Rs 2.64 Cr ,1056 sqft,Mar '26,https://www.magicbricks.com/jvms-monica-gardens-mulund-east-mumbai-pdpid-4d4235343230313037
"2 BHK Apartment for Sale in Mahavir Universe, Bhandup West Mumbai",none,Rs 1.71 Cr ,1100 sqft,to Move,https://www.magicbricks.com/mahavir-universe-bhandup-west-mumbai-pdpid-4d4235303031303636
3 BHK Apartment for Sale in Chembur Mumbai,none,Rs 5 Cr ,1200 sqft,to Move,no link
"2 BHK Apartment for Sale in Golden Isle, Goregaon East Mumbai",none,Rs 62.3 Lac ,410 sqft,to Move,https://www.magicbricks.com/golden-isle-goregaon-east-mumbai-pdpid-4d4235303930323132
"2 BHK Apartment for Sale in Chanchal Kalyan Complex, Achal Avichal Chanchal Mumbai",none,Rs 2.60 Cr ,750 sqft,to Move,https://www.magicbricks.com/chanchal-kalyan-complex-achal-avichal-chanchal-mumbai-pdpid-4d4235303639363038
"3 BHK Apartment for Sale in Dosti Eastern Bay, Wadala East Mumbai",none,Rs 3.80 Cr ,1111 sqft,to Move,https://www.magicbricks.com/dosti-eastern-bay-wadala-east-mumbai-pdpid-4d4235313933373939
"3 BHK Apartment for Sale in L&T Elixir Reserve, Powai Mumbai",none,Rs 7.37 Cr ,1446 sqft,Dec '25,https://www.magicbricks.com/l&t-elixir-reserve-powai-mumbai-pdpid-4d4235333236323137
"3 BHK Apartment for Sale in Agami Emerald , Bandra East Mumbai",none,Rs 5.35 Cr ,1125 sqft,Jun '25,https://www.magicbricks.com/agami-emerald-bandra-east-mumbai-pdpid-4d4235323835343933
"2 BHK Apartment for Sale in Sheth Montana, Mulund West Mumbai",none,Rs 2.10 Cr ,723 sqft,to Move,https://www.magicbricks.com/sheth-montana-mulund-west-mumbai-pdpid-4d4235303832353731
"3 BHK Apartment for Sale in NG Royal Park, Kanjurmarg East Mumbai",none,Rs 1.81 Cr ,841 sqft,to Move,https://www.magicbricks.com/ng-royal-park-kanjurmarg-east-mumbai-pdpid-4d4235303138393332
2 BHK Apartment for Sale in Kandivali Mumbai,none,Rs 1.60 Cr ,650 sqft,to Move,no link
"3 BHK Apartment for Sale in Dedhia Palatial Height, Powai Mumbai",none,Rs 2.35 Cr ,980 sqft,to Move,https://www.magicbricks.com/dedhia-palatial-height-powai-mumbai-pdpid-4d4235303239383331
"2 BHK Apartment for Sale in Shivoham Apartment, Grant Road Mumbai",none,Rs 3.55 Cr ,800 sqft,to Move,https://www.magicbricks.com/shivoham-apartment-grant-road-mumbai-pdpid-4d4235343234303239
"2 BHK Apartment for Sale in Shree Niketan, Kandivali West Mumbai",none,Rs 1.65 Cr ,750 sqft,to Move,https://www.magicbricks.com/shree-niketan-kandivali-west-mumbai-pdpid-4d4235303536313835
2 BHK Apartment for Sale in Virar West Mumbai,none,Rs 70 Lac ,481 sqft,to Move,no link
2 BHK Apartment for Sale in Sion Koliwada Mumbai,none,Rs 2.90 Cr ,750 sqft,to Move,no link
2 BHK Apartment for Sale in Prem Nagar Borivali West Mumbai,none,Rs 1.85 Cr ,591 sqft,to Move,no link
"3 BHK Apartment for Sale in Aradhana Apartment, Naigaon Dadar Mumbai",none,Rs 5 Cr ,1040 sqft,to Move,https://www.magicbricks.com/aradhana-apartment-naigaon-dadar-mumbai-pdpid-4d4235333937313437
3 BHK Apartment for Sale in Deonar Chembur Mumbai,none,Rs 3.60 Cr ,1004 sqft,Dec '27,no link
3 BHK Apartment for Sale in BKC X Mumbai,none,Rs 6.50 Cr ,1250 sqft,to Move,no link
"2 BHK Apartment for Sale in JP Codename Hot Cake, Vinay Nagar Mumbai",none,Rs 97 Lac ,600 sqft,to Move,https://www.magicbricks.com/jp-codename-hot-cake-vinay-nagar-mumbai-pdpid-4d4235313232343335
"2 BHK Apartment for Sale in Aura Biplex, Borivali West Mumbai",none,Rs 1.90 Cr ,590 sqft,to Move,https://www.magicbricks.com/aura-biplex-borivali-west-mumbai-pdpid-4d4235303237323633
"3 BHK Apartment for Sale in Adani Linkbay Residences, Link Road Mumbai",none,Rs 5.27 Cr ,1442 sqft,Apr '28,https://www.magicbricks.com/adani-linkbay-residences-link-road-mumbai-pdpid-4d4235343137323231
"2 BHK Apartment for Sale in DLH Leo, Andheri West Mumbai",none,Rs 2.50 Cr ,670 sqft,to Move,https://www.magicbricks.com/dlh-leo-andheri-west-mumbai-pdpid-4d4235333934323539
"3 BHK Apartment for Sale in Godrej Urban Park, Chandivali Mumbai",none,Rs 3.22 Cr ,1008 sqft,to Move,https://www.magicbricks.com/godrej-urban-park-chandivali-mumbai-pdpid-4d4235323330323635
"3 BHK Apartment for Sale in Godrej Urban Park, Chandivali Mumbai",none,Rs 3.60 Cr ,986 sqft,to Move,https://www.magicbricks.com/godrej-urban-park-chandivali-mumbai-pdpid-4d4235323330323635
"2 BHK Apartment for Sale in Dosti Eastern Bay, Wadala East Mumbai",none,Rs 2.60 Cr ,700 sqft,to Move,https://www.magicbricks.com/dosti-eastern-bay-wadala-east-mumbai-pdpid-4d4235313933373939
"3 BHK Apartment for Sale in L&T Emerald Isle, Powai Mumbai",none,Rs 5.35 Cr ,1300 sqft,to Move,https://www.magicbricks.com/l&t-emerald-isle-powai-mumbai-pdpid-4d4235303131373931
3 BHK Apartment for Sale in Aaditya Heights Mumbai,none,Rs 7 Cr ,1200 sqft,to Move,no link
"2 BHK Apartment for Sale in Dheeraj Enclave, Kandivali East Mumbai",none,Rs 1.85 Cr ,890 sqft,to Move,https://www.magicbricks.com/dheeraj-enclave-kandivali-east-mumbai-pdpid-4d4235303031353532
"2 BHK Apartment for Sale in Vasu Bhavan, Khar West Mumbai",none,Rs 4.25 Cr ,825 sqft,to Move,https://www.magicbricks.com/vasu-bhavan-khar-west-mumbai-pdpid-4d4235303537313437
"2 BHK Apartment for Sale in Madhuvan CHS, Chikoowadi Borivali West Mumbai",none,Rs 1.90 Cr ,660 sqft,to Move,https://www.magicbricks.com/madhuvan-chs-chikoowadi-borivali-west-mumbai-pdpid-4d4235333938313433
"2 BHK Apartment for Sale in Raj Infinia, Malad West Mumbai",none,Rs 2.10 Cr ,755 sqft,to Move,https://www.magicbricks.com/raj-infinia-malad-west-mumbai-pdpid-4d4235303139313930
"2 BHK Apartment for Sale in Lodha Codename Evergreen, Godrej And Boyce Industry Estate Mumbai",none,Rs 1.85 Cr ,540 sqft,Dec '28,https://www.magicbricks.com/lodha-codename-evergreen-godrej-and-boyce-industry-estate-mumbai-pdpid-4d4235333333373931
"2 BHK Apartment for Sale in Sumit KMR Param, Borivali West Mumbai",none,Rs 2.40 Cr ,748 sqft,Dec '27,https://www.magicbricks.com/sumit-kmr-param-borivali-west-mumbai-pdpid-4d4235343234303535
"3 BHK Apartment for Sale in Dheeraj Insignia Apartment, Bandra Kurla Complex Mumbai",none,Rs 5.65 Cr ,1600 sqft,to Move,https://www.magicbricks.com/dheeraj-insignia-apartment-bandra-kurla-complex-mumbai-pdpid-4d4235303435303639
"2 BHK Apartment for Sale in Gundecha Montego, Saki Naka Mumbai",none,Rs 1.60 Cr ,712 sqft,to Move,https://www.magicbricks.com/gundecha-montego-saki-naka-mumbai-pdpid-4d4235303238313432
"3 BHK Apartment for Sale in Prestige Court, Khar West Mumbai",none,Rs 6.40 Cr ,1296 sqft,to Move,https://www.magicbricks.com/prestige-court-khar-west-mumbai-pdpid-4d4235303537303638
"2 BHK Apartment for Sale in Heritage, Andheri West Mumbai",none,Rs 2.95 Cr ,785 sqft,to Move,https://www.magicbricks.com/heritage-andheri-west-mumbai-pdpid-4d4235313137313033
"2 BHK Apartment for Sale in Kohinoor City, Kurla West Mumbai",none,Rs 2.05 Cr ,727 sqft,to Move,https://www.magicbricks.com/kohinoor-city-kurla-west-mumbai-pdpid-4d4235303238373132
"2 BHK Apartment for Sale in Implosion CHS, Chembur West Mumbai",none,Rs 1.45 Cr ,600 sqft,to Move,https://www.magicbricks.com/implosion-chs-chembur-west-mumbai-pdpid-4d4235303838383130
"3 BHK Apartment for Sale in Kalpataru Magnus, Bandra East Mumbai",none,Rs 6.51 Cr ,1153 sqft,Jun '25,https://www.magicbricks.com/kalpataru-magnus-bandra-east-mumbai-pdpid-4d4235313135343639
"2 BHK Apartment for Sale in Raheja Vistas, Andheri East Mumbai",none,Rs 2.50 Cr ,750 sqft,to Move,https://www.magicbricks.com/raheja-vistas-andheri-east-mumbai-pdpid-4d4235303139323333
3 BHK Apartment for Sale in Azad Nagar panchsheel Mumbai,none,Rs 3.25 Cr ,900 sqft,to Move,no link
"2 BHK Apartment for Sale in Rustomjee Paramount, Khar West Mumbai",none,Rs 5.32 Cr ,777 sqft,to Move,https://www.magicbricks.com/rustomjee-paramount-khar-west-mumbai-pdpid-4d4235303237323439
"3 BHK Apartment for Sale in Ananda Residency, Borivali West Mumbai",none,Rs 3.65 Cr ,1050 sqft,to Move,https://www.magicbricks.com/ananda-residency-borivali-west-mumbai-pdpid-4d4235303836373139
"2 BHK Apartment for Sale in ANJ Ananda Anushasan, Mahim Mumbai",none,Rs 2.53 Cr ,563 sqft,Dec '26,https://www.magicbricks.com/anj-ananda-anushasan-mahim-mumbai-pdpid-4d4235343233383135
"2 BHK Apartment for Sale in Raj Infinia, Evershine Nagar Mumbai",none,Rs 2.35 Cr ,797 sqft,to Move,https://www.magicbricks.com/raj-infinia-evershine-nagar-mumbai-pdpid-4d4235303139313930
"3 BHK Apartment for Sale in Lalani Grandeur, Goregaon East Mumbai",none,Rs 3.80 Cr ,958 sqft,to Move,https://www.magicbricks.com/lalani-grandeur-goregaon-east-mumbai-pdpid-4d4235303231303138
"3 BHK Apartment for Sale in Piramal Revanta, Moti Nagar Mumbai",none,Rs 3.66 Cr ,1192 sqft,May '27,https://www.magicbricks.com/piramal-revanta-moti-nagar-mumbai-pdpid-4d4235303938333339
2 BHK Apartment for Sale in Bhandup West Mumbai,none,Rs 1.25 Cr ,581 sqft,to Move,no link
3 BHK Apartment for Sale in Wadala Mumbai,none,Rs 2.99 Cr ,890 sqft,to Move,no link
"3 BHK Apartment for Sale in Lake Primrose, Powai Mumbai",none,Rs 3.70 Cr ,1200 sqft,to Move,https://www.magicbricks.com/lake-primrose-powai-mumbai-pdpid-4d4235303031303038
"3 BHK Apartment for Sale in Nirmal Milan Apartment, Netaji Subhash Nagar Mumbai",none,Rs 6.50 Cr ,1150 sqft,to Move,https://www.magicbricks.com/nirmal-milan-apartment-netaji-subhash-nagar-mumbai-pdpid-4d4235303638353334
"3 BHK Apartment for Sale in Promont By Sheth Realty and Aakshaya Realty, Sion Mumbai",none,Rs 2.85 Cr ,972 sqft,Dec '27,https://www.magicbricks.com/promont-by-sheth-realty-and-aakshaya-realty-sion-mumbai-pdpid-4d4235343232373239
2 BHK Apartment for Sale in Daulat Nagar Borivali East Mumbai,none,Rs 1.36 Cr ,504 sqft,to Move,no link
"3 BHK Apartment for Sale in Lotus Sky Garden, Malad West Mumbai",none,Rs 2.35 Cr ,942 sqft,to Move,https://www.magicbricks.com/lotus-sky-garden-malad-west-mumbai-pdpid-4d4235303430383532
2 BHK Apartment for Sale in Bandra West Mumbai,none,Rs 2.95 Cr ,610 sqft,to Move,no link
"3 BHK Apartment for Sale in Kabra Metro One, Andheri West Mumbai",none,Rs 5.35 Cr ,1100 sqft,to Move,https://www.magicbricks.com/kabra-metro-one-andheri-west-mumbai-pdpid-4d4235303931313632
"3 BHK Apartment for Sale in Maharaja Tower, Gokuldham Colony Goregaon East Mumbai",none,Rs 2.30 Cr ,1580 sqft,to Move,https://www.magicbricks.com/maharaja-tower-gokuldham-mumbai-pdpid-4d4235303837393633
"2 BHK Apartment for Sale in Abhimanyu Apartment, Malad West Mumbai",none,Rs 1.79 Cr ,600 sqft,of 19,https://www.magicbricks.com/abhimanyu-apartment-malad-west-mumbai-pdpid-4d4235323431323439
"2 BHK Apartment for Sale in Neepa Vasant Oasis Commercial Retail Daisy Annexe , Marol Mumbai",none,Rs 2.50 Cr ,678 sqft,to Move,https://www.magicbricks.com/neepa-vasant-oasis-commercial-retail-daisy-annexe-marol-mumbai-pdpid-4d4235323933313831
"2 BHK Apartment for Sale in Bhakti Residency Chembur, Chembur Mumbai",none,Rs 2.10 Cr ,1123 sqft,to Move,https://www.magicbricks.com/bhakti-residency-chembur-chembur-mumbai-pdpid-4d4235303438323939
"3 BHK Apartment for Sale in The Aga Hall Estate, Mazgaon Mumbai",none,Rs 8.34 Cr ,1404 sqft,Jun '29,https://www.magicbricks.com/the-aga-hall-estate-mazgaon-mumbai-pdpid-4d4235343137333337
"2 BHK Apartment for Sale in Ajmera Bhakti Park, Wadala East Mumbai",none,Rs 1.80 Cr ,795 sqft,to Move,https://www.magicbricks.com/ajmera-bhakti-park-wadala-east-mumbai-pdpid-4d4235303836393831
"2 BHK Apartment for Sale in Jaswanti Gold, Kandivali West Mumbai",none,Rs 3.35 Cr ,875 sqft,to Move,https://www.magicbricks.com/jaswanti-gold-kandivali-west-mumbai-pdpid-4d4235303233353836
"2 BHK Apartment for Sale in lokhandwala residency, Gandhi Nagar Upper Worli Mumbai",none,Rs 4.10 Cr ,800 sqft,to Move,https://www.magicbricks.com/lokhandwala-residency-gandhi-nagar-upper-worli-mumbai-pdpid-4d4235303239323734
"3 BHK Apartment for Sale in New India Himalaya , Andheri East Mumbai",none,Rs 4.65 Cr ,1305 sqft,to Move,https://www.magicbricks.com/new-india-himalaya-andheri-east-mumbai-pdpid-4d4235333435313237
"3 BHK Apartment for Sale in Adarshlok, Goregaon West Mumbai",none,Rs 3 Cr ,1000 sqft,to Move,https://www.magicbricks.com/adarshlok-goregaon-west-mumbai-pdpid-4d4235313530383739
"2 BHK Apartment for Sale in Winspace Amelio, DN Nagar Mumbai",none,Rs 3.10 Cr ,740 sqft,to Move,https://www.magicbricks.com/winspace-amelio-dn-nagar-mumbai-pdpid-4d4235313138313537
3 BHK Apartment for Sale in JVPD Scheme Mumbai,none,Rs 7.75 Cr ,1200 sqft,to Move,no link
"3 BHK Apartment for Sale in Navkarmik Shiv Laj, Santacruz West Mumbai",none,Rs 6.18 Cr ,1031 sqft,to Move,https://www.magicbricks.com/navkarmik-shiv-laj-santacruz-west-mumbai-pdpid-4d4235343138303137
"3 BHK Apartment for Sale in Lodha Fiorenza, Goregaon East Mumbai",none,Rs 4.45 Cr ,1081 sqft,to Move,https://www.magicbricks.com/lodha-fiorenza-goregaon-east-mumbai-pdpid-4d4235303030373537
3 BHK Apartment for Sale in Wadala Mumbai,none,Rs 4 Cr ,1086 sqft,to Move,no link
"2 BHK Apartment for Sale in Divya Darpan, Andheri East Mumbai",none,Rs 2.13 Cr ,667 sqft,Dec '25,https://www.magicbricks.com/divya-darpan-andheri-east-mumbai-pdpid-4d4235303736303538
"2 BHK Apartment for Sale in Kanakia Sevens, Marol Mumbai",none,Rs 1.95 Cr ,847 sqft,to Move,https://www.magicbricks.com/kanakia-sevens-marol-mumbai-pdpid-4d4235303231333436
2 BHK Apartment for Sale in MHADA VIRAR WEST Mumbai,none,Rs 36.8 Lac ,675 sqft,to Move,no link
"2 BHK Apartment for Sale in Shraddha Tower, Thakur Village, Kandivali East Mumbai",none,Rs 1.70 Cr ,620 sqft,to Move,https://www.magicbricks.com/shraddha-tower-thakur-village-mumbai-pdpid-4d4235303838393031
"2 BHK Apartment for Sale in Raj Infinia, Evershine Nagar Mumbai",none,Rs 2.25 Cr ,740 sqft,to Move,https://www.magicbricks.com/raj-infinia-evershine-nagar-mumbai-pdpid-4d4235303139313930
"2 BHK Apartment for Sale in Sheth 72 West, Andheri West Mumbai",none,Rs 3.20 Cr ,783 sqft,to Move,https://www.magicbricks.com/sheth-72-west-andheri-west-mumbai-pdpid-4d4235323733303131
"2 BHK Apartment for Sale in Winspace Amelio, New DN Nagar Mumbai",none,Rs 2.55 Cr ,710 sqft,to Move,https://www.magicbricks.com/winspace-amelio-new-dn-nagar-mumbai-pdpid-4d4235313138313537
"2 BHK Apartment for Sale in Green Court, Andheri West Mumbai",none,Rs 2.72 Cr ,800 sqft,to Move,https://www.magicbricks.com/green-court-andheri-west-mumbai-pdpid-4d4235303830303130
"3 BHK Apartment for Sale in Lodha Seamont, Walkeshwar Mumbai",none,Rs 17.75 Cr ,1300 sqft,to Move,https://www.magicbricks.com/lodha-seamont-walkeshwar-mumbai-pdpid-4d4235313236303831
3 BHK Apartment for Sale in Azad Nagar Andheri West Mumbai,none,Rs 2.75 Cr ,850 sqft,to Move,no link
"2 BHK Apartment for Sale in TREC Aangan, Matunga West Mumbai",none,Rs 4.10 Cr ,784 sqft,to Move,https://www.magicbricks.com/trec-aangan-matunga-west-mumbai-pdpid-4d4235313239353033
"2 BHK Apartment for Sale in Prime Rose Apartment, Veera Desai Industrial Estate Mumbai",none,Rs 3 Cr ,750 sqft,to Move,https://www.magicbricks.com/prime-rose-apartment-veera-desai-industrial-estate-mumbai-pdpid-4d4235303434303435
3 BHK Apartment for Sale in Chembur East Mumbai,none,Rs 2.85 Cr ,920 sqft,to Move,no link
"3 BHK Apartment for Sale in Kalpataru Solitaire, JVPD Scheme Mumbai",none,Rs 13.85 Cr ,1875 sqft,to Move,https://www.magicbricks.com/kalpataru-solitaire-jvpd-scheme-mumbai-pdpid-4d4235303535303439
"3 BHK Apartment for Sale in DB Woods, Gokuldham Colony Goregaon East Mumbai",none,Rs 5.30 Cr ,1255 sqft,to Move,https://www.magicbricks.com/db-woods-gokuldham-mumbai-pdpid-4d4235303232383532
"3 BHK Apartment for Sale in Cosmopolis Tower, Lokhandwala Complex Andheri West Mumbai",none,Rs 4 Cr ,1140 sqft,to Move,https://www.magicbricks.com/cosmopolis-tower-lokhandwala-complex-mumbai-pdpid-4d4235303238313034
"2 BHK Apartment for Sale in Lodha New Cuffe Parade, Wadala Mumbai",none,Rs 3.40 Cr ,955 sqft,to Move,https://www.magicbricks.com/lodha-new-cuffe-parade-wadala-mumbai-pdpid-4d4235303230383539
"2 BHK Apartment for Sale in Lodha Woods, Kandivali East Mumbai",none,Rs 1.79 Cr ,860 sqft,Dec '25,https://www.magicbricks.com/lodha-woods-kandivali-east-mumbai-pdpid-4d4235333138353331
"3 BHK Apartment for Sale in Lodha Estrella, Wadala Mumbai",none,Rs 4.90 Cr ,1320 sqft,to Move,https://www.magicbricks.com/lodha-estrella-wadala-mumbai-pdpid-4d4235303731383939
"2 BHK Apartment for Sale in Dosti ORO 67, Kandivali West Mumbai",none,Rs 1.60 Cr ,600 sqft,to Move,https://www.magicbricks.com/dosti-oro-67-kandivali-west-mumbai-pdpid-4d4235323737353931
"3 BHK Apartment for Sale in DLH The Park Residences, Oshiwara Mumbai",none,Rs 5.20 Cr ,1116 sqft,to Move,https://www.magicbricks.com/dlh-the-park-residences-oshiwara-mumbai-pdpid-4d4235333933383235
"3 BHK Apartment for Sale in Patel Terrace, Andheri East Mumbai",none,Rs 2.50 Cr ,882 sqft,to Move,https://www.magicbricks.com/patel-terrace-andheri-east-mumbai-pdpid-4d4235303433333339
2 BHK Apartment for Sale in Andheri West Mumbai,none,Rs 1.40 Cr ,600 sqft,to Move,no link
"3 BHK Apartment for Sale in Sheth Vasant Oasis, Marol Mumbai",none,Rs 4.50 Cr ,1150 sqft,to Move,https://www.magicbricks.com/sheth-vasant-oasis-marol-mumbai-pdpid-4d4235303138333637
"3 BHK Apartment for Sale in Sunteck Maxx World, Naigaon East Mumbai",none,Rs 70 Lac ,751 sqft,to Move,https://www.magicbricks.com/sunteck-maxx-world-naigaon-east-mumbai-pdpid-4d4235313332313139
2 BHK Apartment for Sale in Kalina Mumbai,none,Rs 2.20 Cr ,700 sqft,to Move,no link
2 BHK Apartment for Sale in Malabar Hill Mumbai,none,Rs 13.50 Cr ,2135 sqft,to Move,no link
"2 BHK Apartment for Sale in Aurigae Residency, Thakur Complex Mumbai",none,Rs 1.55 Cr ,615 sqft,to Move,https://www.magicbricks.com/aurigae-residency-thakur-complex-mumbai-pdpid-4d4235303338383137
3 BHK Apartment for Sale in Vile Parle East Mumbai,none,Rs 5.25 Cr ,1100 sqft,to Move,no link
"3 BHK Apartment for Sale in Dariya Mahal, Napean Sea Road Mumbai",none,Rs 7.25 Cr ,1220 sqft,to Move,https://www.magicbricks.com/dariya-mahal-napean-sea-road-mumbai-pdpid-4d4235303239343234
2 BHK Apartment for Sale in Vasai East Mumbai,none,Rs 56 Lac ,700 sqft,to Move,no link
"3 BHK Apartment for Sale in Pali Vintage, Khar West Mumbai",none,Rs 6.50 Cr ,1062 sqft,to Move,https://www.magicbricks.com/pali-vintage-khar-west-mumbai-pdpid-4d4235343030303935
3 BHK Apartment for Sale in Khar West Mumbai,none,Rs 9.50 Cr ,1515 sqft,to Move,no link
"2 BHK Apartment for Sale in DGS Sheetal Anupam , Malad West Mumbai",none,Rs 1.50 Cr ,595 sqft,to Move,https://www.magicbricks.com/dgs-sheetal-anupam-malad-west-mumbai-pdpid-4d4235333937333037
"3 BHK Apartment for Sale in Transcon Triumph, Four Bungalows Mumbai",none,Rs 6.15 Cr ,1160 sqft,to Move,https://www.magicbricks.com/transcon-triumph-four-bungalows-mumbai-pdpid-4d4235303838383334
"3 BHK Apartment for Sale in Shivalik Tower, Thakur Complex Mumbai",none,Rs 3.25 Cr ,1100 sqft,to Move,https://www.magicbricks.com/shivalik-tower-thakur-complex-mumbai-pdpid-4d4235303837393334
"2 BHK Apartment for Sale in Lodha New Cuffe Parade, Wadala Mumbai",none,Rs 2.80 Cr ,955 sqft,to Move,https://www.magicbricks.com/lodha-new-cuffe-parade-wadala-mumbai-pdpid-4d4235303230383539
2 BHK Apartment for Sale in Kandivali West Mumbai,none,Rs 1.80 Cr ,600 sqft,to Move,no link
"2 BHK Apartment for Sale in Runwal Chestnut, Mulund West Mumbai",none,Rs 1.90 Cr ,950 sqft,to Move,https://www.magicbricks.com/runwal-chestnut-mulund-west-mumbai-pdpid-4d4235303837363537
"2 BHK Apartment for Sale in Lodha Bel Air, Jogeshwari West Mumbai",none,Rs 2.30 Cr ,656 sqft,to Move,https://www.magicbricks.com/lodha-bel-air-jogeshwari-west-mumbai-pdpid-4d4235313232353335
2 BHK Apartment for Sale in Dahisar East Mumbai,none,Rs 1.42 Cr ,480 sqft,to Move,no link
"2 BHK Apartment for Sale in Poonam Everest, Nalasopara West Mumbai",none,Rs 66 Lac ,855 sqft,to Move,https://www.magicbricks.com/poonam-everest-nalasopara-west-mumbai-pdpid-4d4235303838333433
"2 BHK Apartment for Sale in Aadi Allure, Kanjurmarg East Mumbai",none,Rs 1.70 Cr ,960 sqft,to Move,https://www.magicbricks.com/aadi-allure-kanjurmarg-east-mumbai-pdpid-4d4235303738393033
"2 BHK Apartment for Sale in JP Decks, Goregaon Mumbai",none,Rs 2.40 Cr ,830 sqft,to Move,https://www.magicbricks.com/jp-decks-goregaon-mumbai-pdpid-4d4235303730303531
"3 BHK Apartment for Sale in Bharat Auravistas, Andheri West Mumbai",none,Rs 5.05 Cr ,1275 sqft,Jan '28,https://www.magicbricks.com/bharat-auravistas-andheri-west-mumbai-pdpid-4d4235343232353837
"3 BHK Apartment for Sale in Lodha World View, Worli Mumbai",none,Rs 8.50 Cr ,1710 sqft,to Move,https://www.magicbricks.com/lodha-world-view-worli-mumbai-pdpid-4d4235313037343435
"3 BHK Apartment for Sale in Aditya Runwal Elegante, Lokhandwala Complex Andheri West Mumbai",none,Rs 6.50 Cr ,1500 sqft,to Move,https://www.magicbricks.com/aditya-runwal-elegante-lokhandwala-complex-mumbai-pdpid-4d4235303030333537
3 BHK Apartment for Sale in santacruz west s v road Mumbai,none,Rs 3.60 Cr ,900 sqft,to Move,no link
3 BHK Apartment for Sale in JB Nagar Mumbai,none,Rs 2.94 Cr ,988 sqft,to Move,no link
2 BHK Apartment for Sale in Agripada Mumbai,none,Rs 4.55 Cr ,850 sqft,to Move,no link
2 BHK Apartment for Sale in Ghatkopar West Mumbai,none,Rs 2.15 Cr ,858 sqft,to Move,no link
"2 BHK Apartment for Sale in Ambrosia Apartment, Dattapada Mumbai",none,Rs 2.55 Cr ,912 sqft,to Move,https://www.magicbricks.com/ambrosia-apartment-dattapada-mumbai-pdpid-4d4235303437333333
3 BHK Apartment for Sale in Parel Mumbai,none,Rs 7.75 Cr ,2297 sqft,Dec '26,no link
"3 BHK Apartment for Sale in Jeevan Deep, Kandivali West Mumbai",none,Rs 3.45 Cr ,1100 sqft,to Move,https://www.magicbricks.com/jeevan-deep-kandivali-west-mumbai-pdpid-4d4235303231343436
"3 BHK Apartment for Sale in Wadhwa TW Gardens, Kandivali East Mumbai",none,Rs 3.30 Cr ,918 sqft,to Move,https://www.magicbricks.com/wadhwa-tw-gardens-kandivali-east-mumbai-pdpid-4d4235313333363333
"2 BHK Apartment for Sale in Vasant Marvel Glory, Devipada Mumbai",none,Rs 1.65 Cr ,700 sqft,to Move,https://www.magicbricks.com/vasant-marvel-glory-devi-pada-mumbai-pdpid-4d4235323238303937
"2 BHK Apartment for Sale in Raj Infinia, Malad West Mumbai",none,Rs 2.35 Cr ,797 sqft,to Move,https://www.magicbricks.com/raj-infinia-malad-west-mumbai-pdpid-4d4235303139313930
"3 BHK Apartment for Sale in Mahindra Vivante, Andheri East Mumbai",none,Rs 4.75 Cr ,1296 sqft,to Move,https://www.magicbricks.com/mahindra-vivante-andheri-east-mumbai-pdpid-4d4235303837323037
"3 BHK Apartment for Sale in Gurukrupa Satyam , Vikhroli East Mumbai",none,Rs 1.65 Cr ,708 sqft,to Move,https://www.magicbricks.com/gurukrupa-satyam-vikhroli-east-mumbai-pdpid-4d4235333937393531
2 BHK Apartment for Sale in Parel Mumbai,none,Rs 2.05 Cr ,610 sqft,to Move,no link
2 BHK Apartment for Sale in Kandivali West Mumbai,none,Rs 2.14 Cr ,610 sqft,to Move,no link
3 BHK Apartment for Sale in Santacruz West Mumbai,none,Rs 6.30 Cr ,1000 sqft,to Move,no link
"3 BHK Apartment for Sale in Swapnalok Tower, Goregaon East Mumbai",none,Rs 2.05 Cr ,855 sqft,to Move,https://www.magicbricks.com/swapnalok-tower-goregaon-east-mumbai-pdpid-4d4235303031313636
3 BHK Apartment for Sale in Sector 3 Charkop Mumbai,none,Rs 2.40 Cr ,900 sqft,to Move,no link
2 BHK Apartment for Sale in Dadar West Mumbai,none,Rs 2.20 Cr ,525 sqft,to Move,no link
"2 BHK Apartment for Sale in Omkar Veda, Parel Mumbai",none,Rs 3.25 Cr ,805 sqft,to Move,https://www.magicbricks.com/omkar-veda-parel-mumbai-pdpid-4d4235303236343934
"2 BHK Apartment for Sale in Fortune Height Pratiksha Nagar, Santacruz East Mumbai",none,Rs 2.21 Cr ,812 sqft,to Move,https://www.magicbricks.com/fortune-height-pratiksha-nagar-santacruz-east-mumbai-pdpid-4d4235303634393936
"2 BHK Apartment for Sale in SK PNK Imperial Heights, Mira Road East Mumbai",none,Rs 96 Lac ,680 sqft,to Move,https://www.magicbricks.com/sk-pnk-imperial-heights-mira-road-east-mumbai-pdpid-4d4235303930373833
"3 BHK Apartment for Sale in Raunak Centrum, Chembur Mumbai",none,Rs 3 Cr ,1012 sqft,of 30,https://www.magicbricks.com/raunak-centrum-chembur-mumbai-pdpid-4d4235313337363333
2 BHK Apartment for Sale in Gorai 1 Mumbai,none,Rs 1.25 Cr ,860 sqft,to Move,no link
"2 BHK Apartment for Sale in Neelganga Apartment, Lower Parel Mumbai",none,Rs 2.79 Cr ,665 sqft,Jun '25,https://www.magicbricks.com/neelganga-apartment-lower-parel-mumbai-pdpid-4d4235313035353637
