title,scoiety,price,area,when ready,link
"2 BHK Apartment for Sale in Prarthana Grand, Acharya Donde Marg Mumbai",none,Rs 2.85 Cr ,850 sqft,to Move,https://www.magicbricks.com/prarthana-grand-acharya-donde-marg-mumbai-pdpid-4d4235303636323838
2 BHK Builder Floor for Sale in Naupada Mumbai,none,Rs 65 Lac ,450 sqft,to Move,no link
"2 BHK Apartment for Sale in Shree Vallabh Tower, Malad West Mumbai",none,Rs 1.70 Cr ,950 sqft,to Move,https://www.magicbricks.com/shree-vallabh-tower-malad-west-mumbai-pdpid-4d4235303330323138
"3 BHK Apartment for Sale in Lodha Primo, Parel Village Mumbai",none,Rs 6.25 Cr ,1050 sqft,to Move,https://www.magicbricks.com/lodha-primo-parel-village-mumbai-pdpid-4d4235313236303833
"3 BHK Apartment for Sale in Anchor Victorian, Parel Mumbai",none,Rs 8 Cr ,2000 sqft,to Move,https://www.magicbricks.com/anchor-victorian-parel-mumbai-pdpid-4d4235303838333439
"2 BHK Apartment for Sale in MICL Aaradhya High Park, Mira Road Area Mumbai",none,Rs 1.20 Cr ,630 sqft,to Move,https://www.magicbricks.com/micl-aaradhya-high-park-mira-road-mumbai-pdpid-4d4235313138303237
"3 BHK Apartment for Sale in Rose Queen, Khar Danda Mumbai",none,Rs 8 Cr ,1050 sqft,to Move,https://www.magicbricks.com/rose-queen-khar-danda-mumbai-pdpid-4d4235303431353533
"2 BHK Apartment for Sale in Evershine City, Vasai Mumbai",none,Rs 55.4 Lac ,860 sqft,to Move,https://www.magicbricks.com/evershine-city-vasai-mumbai-pdpid-4d4235303330363935
"2 BHK Apartment for Sale in Darsshan Vonalzo, Grant Road Mumbai",none,Rs 3.21 Cr ,585 sqft,to Move,https://www.magicbricks.com/darsshan-vonalzo-grant-road-mumbai-pdpid-4d4235313234363639
2 BHK Apartment for Sale in Mira Road East Mumbai,none,Rs 50 Lac ,396 sqft,to Move,no link
2 BHK Apartment for Sale in Vasai West Mumbai,none,Rs 56 Lac ,583 sqft,to Move,no link
"3 BHK Apartment for Sale in Kaul Heritage City, Vasai West Mumbai",none,Rs 1.30 Cr ,900 sqft,to Move,https://www.magicbricks.com/kaul-heritage-city-vasai-west-mumbai-pdpid-4d4235303836343431
"2 BHK Apartment for Sale in Nahar Orchid Enclave, Chandivali Mumbai",none,Rs 1.68 Cr ,583 sqft,to Move,https://www.magicbricks.com/nahar-orchid-enclave-chandivali-mumbai-pdpid-4d4235303830363739
"2 BHK Apartment for Sale in Lifescapes Mirage, Matunga West Mumbai",none,Rs 3.50 Cr ,911 sqft,to Move,https://www.magicbricks.com/lifescapes-mirage-matunga-west-mumbai-pdpid-4d4235303830363533
"2 BHK Apartment for Sale in Kabra Centroid, Santacruz East Mumbai",none,Rs 2.20 Cr ,428 sqft,to Move,https://www.magicbricks.com/kabra-centroid-santacruz-east-mumbai-pdpid-4d4235303935353635
"2 BHK Apartment for Sale in Ritu Gardenia, Naigaon East Mumbai",none,Rs 48 Lac ,652 sqft,to Move,https://www.magicbricks.com/ritu-gardenia-naigaon-east-mumbai-pdpid-4d4235303839393939
2 BHK Apartment for Sale in Khar West Mumbai,none,Rs 3.70 Cr ,800 sqft,to Move,no link
"3 BHK Apartment for Sale in Jain Society, Sion Mumbai",none,Rs 2.65 Cr ,720 sqft,to Move,https://www.magicbricks.com/jain-society-sion-mumbai-pdpid-4d4235313230323935
"2 BHK Apartment for Sale in The Gateway, Andheri West Mumbai",none,Rs 3.20 Cr ,1037 sqft,to Move,https://www.magicbricks.com/the-gateway-andheri-west-mumbai-pdpid-4d4235313232323139
"3 BHK Apartment for Sale in Sheth Beaumonte, Sion East Mumbai",none,Rs 5 Cr ,1446 sqft,to Move,https://www.magicbricks.com/sheth-beaumonte-sion-east-mumbai-pdpid-4d4235303835393738
"2 BHK Apartment for Sale in Dosti Estates, Wadala Mumbai",none,Rs 1.50 Cr ,526 sqft,to Move,https://www.magicbricks.com/dosti-estates-wadala-mumbai-pdpid-4d4235303738313734
"2 BHK Apartment for Sale in JP North Barcelona, Mira Road East Mumbai",none,Rs 95 Lac ,765 sqft,to Move,https://www.magicbricks.com/jp-north-barcelona-mira-road-east-mumbai-pdpid-4d4235323335353037
"2 BHK Apartment for Sale in Acme Complex 2A, Prem Nagar Goregaon West Mumbai",none,Rs 2.10 Cr ,734 sqft,to Move,https://www.magicbricks.com/acme-complex-2a-prem-nagar-mumbai-pdpid-4d4235323238303831
"2 BHK Apartment for Sale in Tilak Nagar sahakarya chs bldg no 84, Tilak Nagar Chembur Mumbai",none,Rs 1.45 Cr ,756 sqft,to Move,https://www.magicbricks.com/tilak-nagar-sahakarya-chs-bldg-no-84-tilak-nagar-chembur-mumbai-pdpid-4d4235323038363435
"3 BHK Apartment for Sale in Hillcrest, Andheri East Mumbai",none,Rs 2.40 Cr ,1152 sqft,to Move,https://www.magicbricks.com/hillcrest-andheri-east-mumbai-pdpid-4d4235303237393039
"3 BHK Apartment for Sale in Lodha New Cuffe Parade, Wadala Mumbai",none,Rs 4 Cr ,1490 sqft,to Move,https://www.magicbricks.com/lodha-new-cuffe-parade-wadala-mumbai-pdpid-4d4235303230383539
"2 BHK Apartment for Sale in NG Paradise, Hatkesh Udhog Nagar Mumbai",none,Rs 80 Lac ,756 sqft,to Move,https://www.magicbricks.com/ng-paradise-hatkesh-udhog-nagar-mumbai-pdpid-4d4235303138393336
"2 BHK Apartment for Sale in Raheja Willows, Akurli Nagar Mumbai",none,Rs 1.60 Cr ,731 sqft,to Move,https://www.magicbricks.com/raheja-willows-akurli-nagar-mumbai-pdpid-4d4235303030383233
"2 BHK Apartment for Sale in Sheth Midori, Dahisar East Mumbai",none,Rs 1.50 Cr ,727 sqft,to Move,https://www.magicbricks.com/sheth-midori-dahisar-east-mumbai-pdpid-4d4235303138333734
"3 BHK Apartment for Sale in Sheth Vasant Oasis, Andheri East Mumbai",none,Rs 4 Cr ,1296 sqft,to Move,https://www.magicbricks.com/sheth-vasant-oasis-andheri-east-mumbai-pdpid-4d4235303138333637
"3 BHK Apartment for Sale in Rajveer Apartment, Andheri West Mumbai",none,Rs 2.40 Cr ,1202 sqft,to Move,https://www.magicbricks.com/rajveer-apartment-andheri-west-mumbai-pdpid-4d4235313134333131
"2 BHK Apartment for Sale in Wadhwa The Address, Ghatkopar West Mumbai",none,Rs 1.85 Cr ,778 sqft,to Move,https://www.magicbricks.com/wadhwa-the-address-ghatkopar-west-mumbai-pdpid-4d4235303136363236
2 BHK Apartment for Sale in Aksa Gaon Mumbai,none,Rs 52 Lac ,93 sqm,Resale,no link
"3 BHK Apartment for Sale in Wadhwa Imperial Heights, Goregaon West Mumbai",none,Rs 3.90 Cr ,1548 sqft,to Move,https://www.magicbricks.com/wadhwa-imperial-heights-goregaon-west-mumbai-pdpid-4d4235303030303034
3 BHK Apartment for Sale in Goregaon East Mumbai,none,Rs 1.90 Cr ,925 sqft,to Move,no link
"2 BHK Apartment for Sale in Sindhi Society, Chembur Mumbai",none,Rs 1.80 Cr ,720 sqft,to Move,https://www.magicbricks.com/sindhi-society-chembur-mumbai-pdpid-4d4235303031353234
"3 BHK Apartment for Sale in Gokul Dham, Gokuldham Colony Goregaon East Mumbai",none,Rs 2.20 Cr ,972 sqft,to Move,https://www.magicbricks.com/gokul-dham-gokuldham-mumbai-pdpid-4d4235303031333331
"2 BHK Apartment for Sale in Lodha Gardenia, Wadala Mumbai",none,Rs 2.80 Cr ,950 sqft,of 40,https://www.magicbricks.com/lodha-gardenia-wadala-mumbai-pdpid-4d4235313931353039
"3 BHK Apartment for Sale in Sethia Seaview, Motilal Nagar 2 Mumbai",none,Rs 1.85 Cr ,864 sqft,to Move,https://www.magicbricks.com/sethia-seaview-motilal-nagar-2-mumbai-pdpid-4d4235303432383239
"2 BHK Apartment for Sale in Samartha Deep, Andheri West Mumbai",none,Rs 2.76 Cr ,737 sqft,to Move,https://www.magicbricks.com/samartha-deep-andheri-west-mumbai-pdpid-4d4235303239323239
"2 BHK Apartment for Sale in Raheja Heights, Malad East Mumbai",none,Rs 2.05 Cr ,839 sqft,to Move,https://www.magicbricks.com/raheja-heights-malad-east-mumbai-pdpid-4d4235303239323439
"3 BHK Apartment for Sale in Godrej Central, Chembur Mumbai",none,Rs 2.40 Cr ,1152 sqft,to Move,https://www.magicbricks.com/godrej-central-chembur-mumbai-pdpid-4d4235313836303733
"3 BHK Apartment for Sale in DB Woods, Gokuldham Colony Goregaon East Mumbai",none,Rs 4.25 Cr ,1368 sqft,to Move,https://www.magicbricks.com/db-woods-gokuldham-mumbai-pdpid-4d4235303232383532
"2 BHK Apartment for Sale in Bhavya Palace, Khar West Mumbai",none,Rs 2.75 Cr ,482 sqft,to Move,https://www.magicbricks.com/bhavya-palace-khar-west-mumbai-pdpid-4d4235303233323936
"3 BHK Apartment for Sale in Lodha Costiera, Napean Sea Road Mumbai",none,Rs 14.50 Cr ,1440 sqft,to Move,https://www.magicbricks.com/lodha-costiera-napean-sea-road-mumbai-pdpid-4d4235303237353836
"3 BHK Apartment for Sale in Neminath Luxeria, Andheri West Mumbai",none,Rs 2.48 Cr ,900 sqft,to Move,https://www.magicbricks.com/neminath-luxeria-andheri-west-mumbai-pdpid-4d4235303237383438
"2 BHK Apartment for Sale in Satellite Royale, Goregaon East Mumbai",none,Rs 2 Cr ,756 sqft,to Move,https://www.magicbricks.com/satellite-royale-goregaon-east-mumbai-pdpid-4d4235303239363134
"2 BHK Apartment for Sale in Satra Park, Borivali West Mumbai",none,Rs 3.20 Cr ,862 sqft,to Move,https://www.magicbricks.com/satra-park-borivali-west-mumbai-pdpid-4d4235303330303639
"2 BHK Apartment for Sale in Hiranandani Gardens Golden Oak, Powai Mumbai",none,Rs 3.20 Cr ,936 sqft,to Move,https://www.magicbricks.com/hiranandani-gardens-golden-oak-powai-mumbai-pdpid-4d4235303330383036
"3 BHK Apartment for Sale in Acme Elite, Andheri East Mumbai",none,Rs 2.80 Cr ,972 sqft,to Move,https://www.magicbricks.com/acme-elite-andheri-east-mumbai-pdpid-4d4235303433323331
"2 BHK Apartment for Sale in Samadhan Apartments, Goregaon West Mumbai",none,Rs 1.39 Cr ,691 sqft,to Move,https://www.magicbricks.com/samadhan-apartments-goregaon-west-mumbai-pdpid-4d4235303431383734
"2 BHK Apartment for Sale in Maharaja Complex, Virar Mumbai",none,Rs 32.5 Lac ,486 sqft,to Move,https://www.magicbricks.com/maharaja-complex-virar-mumbai-pdpid-4d4235303337313338
"2 BHK Apartment for Sale in Chandiwala Complex Apartment, Jogeshwari West Mumbai",none,Rs 1.65 Cr ,695 sqft,to Move,https://www.magicbricks.com/chandiwala-complex-apartment-jogeshwari-west-mumbai-pdpid-4d4235303534343737
"3 BHK Apartment for Sale in Sheerji Heights, Matunga West Mumbai",none,Rs 5.99 Cr ,1440 sqft,to Move,https://www.magicbricks.com/sheerji-heights-matunga-west-mumbai-pdpid-4d4235303631313138
"2 BHK Apartment for Sale in Rajkamal Apartment, Santacruz West Mumbai",none,Rs 3.80 Cr ,731 sqft,to Move,https://www.magicbricks.com/rajkamal-apartment-santacruz-west-mumbai-pdpid-4d4235303436373738
"2 BHK Apartment for Sale in Kukreja Complex, Bhandup West Mumbai",none,Rs 1.45 Cr ,702 sqft,to Move,https://www.magicbricks.com/kukreja-complex-bhandup-west-mumbai-pdpid-4d4235303436383735
"2 BHK Apartment for Sale in Chamunda Jewel, Goregaon West Mumbai",none,Rs 2.35 Cr ,979 sqft,to Move,https://www.magicbricks.com/chamunda-jewel-goregaon-west-mumbai-pdpid-4d4235303735303134
"2 BHK Apartment for Sale in RNA NG Eclat, Andheri West Mumbai",none,Rs 2.95 Cr ,805 sqft,to Move,https://www.magicbricks.com/rna-ng-eclat-andheri-west-mumbai-pdpid-4d4235303433393339
"2 BHK Apartment for Sale in Pearl Heights, Andheri West Mumbai",none,Rs 2.30 Cr ,819 sqft,to Move,https://www.magicbricks.com/pearl-heights-andheri-west-mumbai-pdpid-4d4235303433393635
"3 BHK Apartment for Sale in Gemini Apartment, Ghatkopar East Mumbai",none,Rs 1.85 Cr ,756 sqft,to Move,https://www.magicbricks.com/gemini-apartment-ghatkopar-east-mumbai-pdpid-4d4235303531383139
"2 BHK Apartment for Sale in Rustomjee Ozone, Goregaon West Mumbai",none,Rs 2.30 Cr ,1050 sqft,to Move,https://www.magicbricks.com/rustomjee-ozone-goregaon-west-mumbai-pdpid-4d4235303031333632
"2 BHK Apartment for Sale in Ivy Tower, Goregaon East Mumbai",none,Rs 2.20 Cr ,1250 sqft,to Move,https://www.magicbricks.com/ivy-tower-goregaon-east-mumbai-pdpid-4d4235303031333334
"2 BHK Apartment for Sale in Dosti Belleza, Parel Mumbai",none,Rs 2.95 Cr ,843 sqft,to Move,https://www.magicbricks.com/dosti-belleza-parel-mumbai-pdpid-4d4235313230313839
"2 BHK Apartment for Sale in Naperol Tower Condominium, Wadala West Mumbai",none,Rs 3 Cr ,1100 sqft,to Move,https://www.magicbricks.com/naperol-tower-condominium-wadala-west-mumbai-pdpid-4d4235313231343837
"2 BHK Apartment for Sale in Asmita Sand Dunes, Sunder Nagar Malad West Mumbai",none,Rs 2.10 Cr ,1450 sqft,to Move,https://www.magicbricks.com/asmita-sand-dunes-sunder-nagar-malad-west-mumbai-pdpid-4d4235313136313435
"2 BHK Apartment for Sale in Sunrise Charkop, Charkop Gaon Mumbai",none,Rs 1.33 Cr ,1050 sqft,to Move,https://www.magicbricks.com/sunrise-charkop-charkop-mumbai-pdpid-4d4235313230333833
"2 BHK Apartment for Sale in Neptune Swarajya, Ambivali Mumbai",none,Rs 24 Lac ,282 sqft,to Move,https://www.magicbricks.com/neptune-swarajya-ambivali-mumbai-pdpid-4d4235323430363039
"3 BHK Apartment for Sale in Devi Sadan Apartment, Matunga East Mumbai",none,Rs 5.39 Cr ,1008 sqft,of 18,https://www.magicbricks.com/devi-sadan-apartment-matunga-east-mumbai-pdpid-4d4235323335353031
"2 BHK Apartment for Sale in Aroma CHS, Oshiwara Mumbai",none,Rs 1.78 Cr ,617 sqft,to Move,https://www.magicbricks.com/aroma-chs-oshiwara-mumbai-pdpid-4d4235323037333831
"2 BHK Apartment for Sale in Casa Bellisimo, Gorai 3 Mumbai",none,Rs 1.36 Cr ,900 sqft,to Move,https://www.magicbricks.com/casa-bellisimo-gorai-3-mumbai-pdpid-4d4235313236353731
"2 BHK Apartment for Sale in Casa Bellisimo, Gorai 3 Mumbai",none,Rs 1.35 Cr ,900 sqft,to Move,https://www.magicbricks.com/casa-bellisimo-gorai-3-mumbai-pdpid-4d4235313236353731
"3 BHK Apartment for Sale in Sapphire Heights, Kandivali East Mumbai",none,Rs 1.80 Cr ,904 sqft,to Move,https://www.magicbricks.com/sapphire-heights-kandivali-east-mumbai-pdpid-4d4235303230383335
"2 BHK Apartment for Sale in Krishna Niwas, Khar Mumbai",none,Rs 4.40 Cr ,700 sqft,to Move,https://www.magicbricks.com/krishna-niwas-khar-mumbai-pdpid-4d4235303736333234
"2 BHK Apartment for Sale in Swaroop Residency, Ghatkopar East Mumbai",none,Rs 90 Lac ,433 sqft,to Move,https://www.magicbricks.com/swaroop-residency-ghatkopar-east-mumbai-pdpid-4d4235303137343230
"2 BHK Apartment for Sale in Kesar Horizon, Matunga East Mumbai",none,Rs 4.65 Cr ,1412 sqft,to Move,https://www.magicbricks.com/kesar-horizon-matunga-east-mumbai-pdpid-4d4235313131353939
"3 BHK Apartment for Sale in Jade Gardens, Ghatkopar East Mumbai",none,Rs 5.20 Cr ,1226 sqft,to Move,https://www.magicbricks.com/jade-gardens-ghatkopar-east-mumbai-pdpid-4d4235343232333037
2 BHK Apartment for Sale in Turner Road Mumbai,none,Rs 40.5 Lac ,680 sqft,Resale,no link
"2 BHK Apartment for Sale in Charkop Kesari Co Operative Housing Society, Kandivali West Mumbai",none,Rs 1.55 Cr ,630 sqft,to Move,https://www.magicbricks.com/charkop-kesari-co-operative-housing-society-kandivali-west-mumbai-pdpid-4d4235333937303035
"2 BHK Apartment for Sale in Blue Meadows, Andheri East Mumbai",none,Rs 2.11 Cr ,756 sqft,to Move,https://www.magicbricks.com/blue-meadows-andheri-east-mumbai-pdpid-4d4235303031333034
2 BHK Apartment for Sale in Tirupati Nagar Mumbai,none,Rs 42 Lac ,675 sqft,of 5,no link
"3 BHK Apartment for Sale in Hill Side Powai, Powai Mumbai",none,Rs 3.55 Cr ,1135 sqft,to Move,https://www.magicbricks.com/hill-side-powai-powai-mumbai-pdpid-4d4235303633393039
"3 BHK Apartment for Sale in Dipti Ocean Terraces, Shivaji Park Mumbai",none,Rs 6.35 Cr ,1156 sqft,of 20,https://www.magicbricks.com/dipti-ocean-terraces-shivaji-park-mumbai-pdpid-4d4235313337333639
"3 BHK Apartment for Sale in Oberoi Maxima, Andheri East Mumbai",none,Rs 3.42 Cr ,1330 sqft,of 37,https://www.magicbricks.com/oberoi-maxima-andheri-east-mumbai-pdpid-4d4235313331333831
"3 BHK Apartment for Sale in Arkade Art, Mira Road Area Mumbai",none,Rs 1.05 Cr ,763 sqft,to Move,https://www.magicbricks.com/arkade-art-mira-road-mumbai-pdpid-4d4235303233363338
"3 BHK Apartment for Sale in Neelkanth Vihar, Vidyavihar Mumbai",none,Rs 3.50 Cr ,972 sqft,to Move,https://www.magicbricks.com/neelkanth-vihar-vidyavihar-mumbai-pdpid-4d4235303235343138
"3 BHK Apartment for Sale in Palatial Apartment, Khar West Mumbai",none,Rs 9 Cr ,2232 sqft,to Move,https://www.magicbricks.com/palatial-apartment-khar-west-mumbai-pdpid-4d4235303537313730
"2 BHK Apartment for Sale in Orchid Glade, Santacruz West Mumbai",none,Rs 3 Cr ,504 sqft,to Move,https://www.magicbricks.com/orchid-glade-santacruz-west-mumbai-pdpid-4d4235303635333036
"2 BHK Apartment for Sale in Prithvi Vandan CHS Ltd, Lower Parel Mumbai",none,Rs 1.55 Cr ,432 sqft,to Move,https://www.magicbricks.com/prithvi-vandan-chs-ltd-lower-parel-mumbai-pdpid-4d4235303538373833
"2 BHK Apartment for Sale in Gagangiri Om Yogeshwar CHS Ltd, Dahisar West Mumbai",none,Rs 1.04 Cr ,475 sqft,to Move,https://www.magicbricks.com/gagangiri-om-yogeshwar-chs-ltd-dahisar-west-mumbai-pdpid-4d4235303530303930
"2 BHK Apartment for Sale in Gagangiri Om Yogeshwar CHS Ltd, Dahisar West Mumbai",none,Rs 1.04 Cr ,475 sqft,to Move,https://www.magicbricks.com/gagangiri-om-yogeshwar-chs-ltd-dahisar-west-mumbai-pdpid-4d4235303530303930
"2 BHK Apartment for Sale in Nakshatra Greens, Naigaon Palghar Mumbai",none,Rs 49 Lac ,550 sqft,to Move,https://www.magicbricks.com/nakshatra-greens-naigaon-mumbai-pdpid-4d4235303432323232
"2 BHK Apartment for Sale in RNA Broadway Avenue, Mira Road Area Mumbai",none,Rs 55 Lac ,525 sqft,to Move,https://www.magicbricks.com/rna-broadway-avenue-mira-road-mumbai-pdpid-4d4235303330313338
"2 BHK Apartment for Sale in Kanakia Silicon Valley, Hiranandani Gardens Mumbai",none,Rs 2.60 Cr ,667 sqft,to Move,https://www.magicbricks.com/kanakia-silicon-valley-hiranandani-gardens-mumbai-pdpid-4d4235313336343131
"2 BHK Apartment for Sale in Manisha Garden, Navghar Mulund East Mumbai",none,Rs 2.35 Cr ,770 sqft,to Move,https://www.magicbricks.com/manisha-garden-navghar-mulund-east-mumbai-pdpid-4d4235303631383636
3 BHK Apartment for Sale in Kandivali West Mumbai,none,Rs 7 Cr ,1850 sqft,to Move,no link
2 BHK Apartment for Sale in Goregaon East Mumbai,none,Rs 1.10 Cr ,750 sqft,to Move,no link
2 BHK Apartment for Sale in Bandra East Mumbai,none,Rs 3 Cr ,617 sqft,to Move,no link
2 BHK Builder Floor for Sale in Virar East Mumbai,none,Rs 17 Lac ,600 sqft,to Move,no link
"3 BHK Apartment for Sale in Kalpataru Pinnacle, Goregaon West Mumbai",none,Rs 9 Cr ,1600 sqft,to Move,https://www.magicbricks.com/kalpataru-pinnacle-goregaon-west-mumbai-pdpid-4d4235303031333537
2 BHK Apartment for Sale in Andheri West Mumbai,none,Rs 3.40 Cr ,770 sqft,to Move,no link
3 BHK  House for Sale in Sion West Mumbai,none,Rs 2.50 Cr ,1200 sqft,to Move,no link
2 BHK Apartment for Sale in Vikhroli Mumbai,none,Rs 3 Cr ,918 sqft,to Move,no link
2 BHK Apartment for Sale in Naigaon East Mumbai,none,Rs 55 Lac ,570 sqft,to Move,no link
"2 BHK Apartment for Sale in Marina Enclave, Jankalyan Nagar Mumbai",Marina Enclave,Rs 1.63 Cr ,448 sqft,to Move,no link
"2 BHK Apartment for Sale in Piramal Revanta, Mulund West Mumbai",none,Rs 2.80 Cr ,874 sqft,to Move,https://www.magicbricks.com/piramal-revanta-mulund-west-mumbai-pdpid-4d4235303938333339
2 BHK Apartment for Sale in Virar West Mumbai,none,Rs 37 Lac ,850 sqft,to Move,no link
2 BHK Apartment for Sale in Bhandup Mumbai,none,Rs 1.45 Cr ,538 sqft,to Move,no link
"3 BHK Apartment for Sale in Shri Sai Baba CHS, Vile Parle East Mumbai",none,Rs 3.38 Cr ,855 sqft,to Move,https://www.magicbricks.com/shri-sai-baba-chs-vile-parle-east-mumbai-pdpid-4d4235303638343336
"2 BHK Apartment for Sale in Piramal Revanta, Mulund West Mumbai",none,Rs 2.15 Cr ,718 sqft,to Move,https://www.magicbricks.com/piramal-revanta-mulund-west-mumbai-pdpid-4d4235303938333339
"2 BHK Apartment for Sale in Highland Park, Amar Nagar Mulund West Mumbai",none,Rs 1.33 Cr ,740 sqft,to Move,https://www.magicbricks.com/highland-park-amar-nagar-mumbai-pdpid-4d4235303632313439
"3 BHK Apartment for Sale in Veena Beena, Sewri Mumbai",none,Rs 3.50 Cr ,720 sqft,to Move,https://www.magicbricks.com/veena-beena-sewri-mumbai-pdpid-4d4235303837333037
"2 BHK Apartment for Sale in Rustomjee Avenue I, Virar West Mumbai",none,Rs 50 Lac ,510 sqft,to Move,https://www.magicbricks.com/rustomjee-avenue-i-virar-west-mumbai-pdpid-4d4235313138393133
"2 BHK Apartment for Sale in Gauri Excellency, Charkop Gaon Mumbai",none,Rs 1.50 Cr ,351 sqft,of 30,https://www.magicbricks.com/gauri-excellency-charkop-mumbai-pdpid-4d4235303930333030
"2 BHK Apartment for Sale in MICL Aaradhya High Park, Mira Road Area Mumbai",none,Rs 1.20 Cr ,648 sqft,of 30,https://www.magicbricks.com/micl-aaradhya-high-park-mira-road-mumbai-pdpid-4d4235313138303237
"3 BHK Apartment for Sale in Shah Arcade III, Malad East Mumbai",none,Rs 1.72 Cr ,1008 sqft,to Move,https://www.magicbricks.com/shah-arcade-iii-malad-east-mumbai-pdpid-4d4235313231323135
"2 BHK Apartment for Sale in L&T Crescent Bay Callisto, Bhoiwada Mumbai",none,Rs 3.27 Cr ,1077 sqft,to Move,https://www.magicbricks.com/l&t-crescent-bay-callisto-bhoiwada-mumbai-pdpid-4d4235313237303237
"3 BHK Apartment for Sale in Casa Rare, Borivali West Mumbai",none,Rs 4.25 Cr ,1296 sqft,to Move,https://www.magicbricks.com/casa-rare-borivali-west-mumbai-pdpid-4d4235313530343737
"3 BHK Apartment for Sale in The Gateway, Andheri West Mumbai",none,Rs 3.60 Cr ,1296 sqft,to Move,https://www.magicbricks.com/the-gateway-andheri-west-mumbai-pdpid-4d4235313232323139
